model,timestamp,song,artist,genres
anthropic/claude-3-opus,20241121210914,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121210914,Don't Stop Believin',Journey,album rock; classic rock; hard rock; mellow gold; rock; soft rock
anthropic/claude-3-opus,20241121210914,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121210914,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121210914,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121210914,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121210914,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121210914,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121210914,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121210925,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121210925,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121210925,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121210925,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121210925,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121210925,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121210925,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121210925,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121210925,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121210925,Sing a Song,"Earth, Wind & Fire",Unknown
anthropic/claude-3-opus,20241121213321,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213321,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213321,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213321,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213321,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213321,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213321,"Don't Worry, Be Happy",Bobby McFerrin,Unknown
anthropic/claude-3-opus,20241121213321,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213321,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213321,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121213332,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213332,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213332,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213332,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213332,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213332,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121213332,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213332,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121213332,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213332,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213344,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213344,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213344,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213344,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213344,Uptown Funk,Mark Ronson feat. Bruno Mars,Unknown
anthropic/claude-3-opus,20241121213344,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121213344,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213344,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213344,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213344,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213355,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213355,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213355,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213355,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213355,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213355,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213355,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213355,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213355,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213355,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213406,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213406,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213406,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213406,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213406,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213406,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213406,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213406,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213406,Sing a Song,"Earth, Wind & Fire",Unknown
anthropic/claude-3-opus,20241121213406,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213417,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213417,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213417,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213417,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213417,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213417,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213417,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213417,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213417,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213417,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213427,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213427,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213427,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213427,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213427,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213427,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213427,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213427,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213427,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213427,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213437,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213437,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213437,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213437,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213437,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213437,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213437,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213437,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213437,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213437,I'm a Believer,The Monkees,Unknown
anthropic/claude-3-opus,20241121213449,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213449,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213449,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213449,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213449,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213449,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213449,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213449,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213449,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213449,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121213501,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213501,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213501,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213501,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213501,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213501,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213501,"Don't Worry, Be Happy",Bobby McFerrin,Unknown
anthropic/claude-3-opus,20241121213501,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213501,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213501,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121213511,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213511,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213511,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213511,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213511,Somewhere Over the Rainbow,Israel Kamakawiwo'ole,Unknown
anthropic/claude-3-opus,20241121213511,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213511,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121213511,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213511,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213511,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213523,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213523,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213523,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213523,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213523,Don't Stop Believin',Journey,album rock; classic rock; hard rock; mellow gold; rock; soft rock
anthropic/claude-3-opus,20241121213523,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213523,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213523,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121213523,Sing,Ed Sheeran,pop; singer-songwriter pop; uk pop
anthropic/claude-3-opus,20241121213523,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213533,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213533,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213533,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213533,Uptown Funk,Mark Ronson feat. Bruno Mars,Unknown
anthropic/claude-3-opus,20241121213533,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213533,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121213533,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213533,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121213533,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213533,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213544,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213544,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213544,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213544,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213544,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213544,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213544,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213544,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213544,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213544,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213555,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213555,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213555,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213555,Uptown Funk,Mark Ronson feat. Bruno Mars,Unknown
anthropic/claude-3-opus,20241121213555,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213555,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213555,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213555,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213555,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213555,Isn't She Lovely,Stevie Wonder,Unknown
anthropic/claude-3-opus,20241121213606,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213606,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213606,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213606,Don't Stop Believin',Journey,album rock; classic rock; hard rock; mellow gold; rock; soft rock
anthropic/claude-3-opus,20241121213606,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213606,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121213606,Somewhere Over the Rainbow,Israel Kamakawiwo'ole,Unknown
anthropic/claude-3-opus,20241121213606,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213606,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213606,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213618,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213618,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213618,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213618,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213618,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213618,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121213618,"Don't Worry, Be Happy",Bobby McFerrin,Unknown
anthropic/claude-3-opus,20241121213618,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213618,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213618,Sing a Song,"Earth, Wind & Fire",Unknown
anthropic/claude-3-opus,20241121213629,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213629,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213629,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213629,Don't Stop Believin',Journey,album rock; classic rock; hard rock; mellow gold; rock; soft rock
anthropic/claude-3-opus,20241121213629,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213629,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213629,I Gotta Feeling,The Black Eyed Peas,Unknown
anthropic/claude-3-opus,20241121213629,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213629,Shake It Off,Taylor Swift,pop
anthropic/claude-3-opus,20241121213629,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213641,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213641,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213641,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213641,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213641,Can't Stop the Feeling!,Justin Timberlake,dance pop; pop
anthropic/claude-3-opus,20241121213641,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213641,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213641,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213641,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3-opus,20241121213641,"Don't Worry, Be Happy",Bobby McFerrin,Unknown
anthropic/claude-3-opus,20241121213651,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3-opus,20241121213651,Walking on Sunshine,Katrina and The Waves,new wave pop
anthropic/claude-3-opus,20241121213651,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3-opus,20241121213651,Uptown Funk,Mark Ronson ft. Bruno Mars,pop soul
anthropic/claude-3-opus,20241121213651,Don't Stop Me Now,Queen,classic rock; glam rock; rock
anthropic/claude-3-opus,20241121213651,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3-opus,20241121213651,Dancing Queen,ABBA,europop; swedish pop
anthropic/claude-3-opus,20241121213651,Shiny Happy People,R.E.M.,Unknown
anthropic/claude-3-opus,20241121213651,I Got You (I Feel Good),James Brown,funk; soul; vocal jazz
anthropic/claude-3-opus,20241121213651,Lovely Day,Bill Withers,classic soul; funk; quiet storm; soul
anthropic/claude-3.5-sonnet,20241121160850,What a Wonderful World,Louis Armstrong,adult standards; dixieland; harlem renaissance; jazz trumpet; lounge; new orleans jazz; soul; swing; vocal jazz
anthropic/claude-3.5-sonnet,20241121160850,Curious,Franz Gordon,Unknown
anthropic/claude-3.5-sonnet,20241121160850,Digital Love,Daft Punk,electro; filter house; rock
anthropic/claude-3.5-sonnet,20241121160850,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3.5-sonnet,20241121160850,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3.5-sonnet,20241121160850,Electric Dreams,Philip Oakey,Unknown
anthropic/claude-3.5-sonnet,20241121160850,Think,Aretha Franklin,classic soul; jazz blues; memphis soul; soul; southern soul; vocal jazz
anthropic/claude-3.5-sonnet,20241121160850,Endless Possibilities,Jaret Reddick,Unknown
anthropic/claude-3.5-sonnet,20241121160850,Mr. Blue Sky,Electric Light Orchestra,album rock; art rock; beatlesque; classic rock; glam rock; mellow gold; rock; soft rock; symphonic rock
anthropic/claude-3.5-sonnet,20241121160850,Pure Imagination,Gene Wilder,Unknown
anthropic/claude-3.5-sonnet,20241121160857,Walking on Sunshine,Katrina & The Waves,new wave pop
anthropic/claude-3.5-sonnet,20241121160857,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3.5-sonnet,20241121160857,Digital Love,Daft Punk,electro; filter house; rock
anthropic/claude-3.5-sonnet,20241121160857,Curious,Hayley Kiyoko,Unknown
anthropic/claude-3.5-sonnet,20241121160857,Wonder,Shawn Mendes,Unknown
anthropic/claude-3.5-sonnet,20241121160857,Imagine,John Lennon,classic rock; rock
anthropic/claude-3.5-sonnet,20241121160857,Thinking Out Loud,Ed Sheeran,pop; singer-songwriter pop; uk pop
anthropic/claude-3.5-sonnet,20241121160857,What a Wonderful World,Louis Armstrong,adult standards; dixieland; harlem renaissance; jazz trumpet; lounge; new orleans jazz; soul; swing; vocal jazz
anthropic/claude-3.5-sonnet,20241121160857,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3.5-sonnet,20241121160857,Pure Imagination,Gene Wilder,Unknown
anthropic/claude-3.5-sonnet,20241121160903,Walking on Sunshine,Katrina & The Waves,new wave pop
anthropic/claude-3.5-sonnet,20241121160903,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3.5-sonnet,20241121160903,Firework,Katy Perry,Unknown
anthropic/claude-3.5-sonnet,20241121160903,Happy,Pharrell Williams,dance pop; pop
anthropic/claude-3.5-sonnet,20241121160903,Good Vibrations,The Beach Boys,baroque pop; classic rock; folk rock; mellow gold; psychedelic rock; rock; singer-songwriter; sunshine pop
anthropic/claude-3.5-sonnet,20241121160903,Don't Stop Believin',Journey,album rock; classic rock; hard rock; mellow gold; rock; soft rock
anthropic/claude-3.5-sonnet,20241121160903,Three Little Birds,Bob Marley,reggae; roots reggae
anthropic/claude-3.5-sonnet,20241121160903,What a Wonderful World,Louis Armstrong,adult standards; dixieland; harlem renaissance; jazz trumpet; lounge; new orleans jazz; soul; swing; vocal jazz
anthropic/claude-3.5-sonnet,20241121160903,Beautiful Day,U2,Unknown
anthropic/claude-3.5-sonnet,20241121160903,Imagine,John Lennon,classic rock; rock
anthropic/claude-3.5-sonnet,20241121160908,Walking on Sunshine,Katrina & The Waves,new wave pop
anthropic/claude-3.5-sonnet,20241121160908,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3.5-sonnet,20241121160908,Curious,Hayley Kiyoko,Unknown
anthropic/claude-3.5-sonnet,20241121160908,Wonder,Shawn Mendes,Unknown
anthropic/claude-3.5-sonnet,20241121160908,Daydream,The Aces,Unknown
anthropic/claude-3.5-sonnet,20241121160908,Imagination,Foster The People,Unknown
anthropic/claude-3.5-sonnet,20241121160908,Digital Love,Daft Punk,electro; filter house; rock
anthropic/claude-3.5-sonnet,20241121160908,Electric Feel,MGMT,alternative rock; indie rock; indietronica; modern rock; rock
anthropic/claude-3.5-sonnet,20241121160908,Starlight,Starset,Unknown
anthropic/claude-3.5-sonnet,20241121160908,Dreams,The Cranberries,Unknown
anthropic/claude-3.5-sonnet,20241121160914,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3.5-sonnet,20241121160914,Walking on Sunshine,Katrina & The Waves,new wave pop
anthropic/claude-3.5-sonnet,20241121160914,Curiosity,The Cure,Unknown
anthropic/claude-3.5-sonnet,20241121160914,Digital Love,Daft Punk,electro; filter house; rock
anthropic/claude-3.5-sonnet,20241121160914,Think,Aretha Franklin,classic soul; jazz blues; memphis soul; soul; southern soul; vocal jazz
anthropic/claude-3.5-sonnet,20241121160914,Electric Feel,MGMT,alternative rock; indie rock; indietronica; modern rock; rock
anthropic/claude-3.5-sonnet,20241121160914,Imagine,John Lennon,classic rock; rock
anthropic/claude-3.5-sonnet,20241121160914,Computer Love,Kraftwerk,Unknown
anthropic/claude-3.5-sonnet,20241121160914,Once in a Lifetime,Talking Heads,Unknown
anthropic/claude-3.5-sonnet,20241121160914,Everybody's Got to Learn Sometime,Beck,Unknown
anthropic/claude-3.5-sonnet,20241121160921,Walking on Sunshine,Katrina & The Waves,new wave pop
anthropic/claude-3.5-sonnet,20241121160921,Here Comes the Sun,The Beatles,british invasion; classic rock; merseybeat; psychedelic rock; rock
anthropic/claude-3.5-sonnet,20241121160921,Digital Love,Daft Punk,electro; filter house; rock
anthropic/claude-3.5-sonnet,20241121160921,"Curious Mind (Um, Um, Um)",Johnny Stimson,Unknown
